ident,name,latitude_deg,longitude_deg,elevation_ft
K79J,South Alabama Regional At Bill Benton Field Airport,31.3088,-86.393799,310
K79S,Fort Benton Airport,47.84510040283203,-110.63600158691406,2869
K7A0,Greensboro Municipal Airport,32.68149948120117,-87.66210174560547,180
K7A3,Lanett Municipal Airport,32.8120002746582,-85.22959899902344,624
K7A4,Foster Field,42.4664,-90.169403,990
K7A5,Roanoke Municipal Airport,33.12929916381836,-85.3666000366211,907
K7A6,Stevenson Airport,34.88629913330078,-85.80329895019531,644
K7A8,Avery County Morrison Field,35.94459915161133,-81.99569702148438,2750
K7B2,Northampton Airport,42.3280983,-72.61139679,121
K7B6,Skylark Airpark,41.929298400878906,-72.57450103759766,120
K7D3,Baldwin Municipal Airport,43.8754997253418,-85.84210205078125,828
K7D9,Germack Airport,41.777801513671875,-80.90399932861328,820
K7F3,Caddo Mills Municipal Airport,33.03620147705078,-96.24310302734375,542
K7F5,Canton Hackney Airport,32.58620071411133,-95.86270141601562,500
K7F7,Clifton Municipal Isenhower Field,31.81679916,-97.56700134,760
K7G0,Ledgedale Airpark,43.18109894,-77.915802,665
K7G8,Geauga County Airport,41.44960021972656,-81.06289672851562,1174
K7G9,Canton Municipal Airport,43.308899,-96.570999,1290
K7I4,Orleans Airport,38.65840148925781,-86.44300079345703,655
K7K4,Ohio County Airport,37.458302,-86.849998,535
K7K5,Kenmare Municipal Airport,48.667598724365234,-102.0479965209961,1962
K7K8,Martin Field,42.454200744628906,-96.47250366210938,1100
K7L2,Linton Municipal Airport,46.21829987,-100.2450027,1779
K7L8,Post-Air Airport,39.75,-86.013900756836,861
K7M1,Mc Gehee Municipal Airport,33.62020111,-91.3647995,141
K7M2,Mountain View Wilcox Memorial Field,35.864498138427734,-92.09030151367188,805
K7M3,Bearce Airport,34.52930069,-93.52709961,644
K7M4,Osceola Municipal Airport,35.69110107421875,-90.01010131835938,234
K7M5,Ozark Franklin County Airport,35.51070022583008,-93.83930206298828,648
K7M8,Rector Airport,36.250099182128906,-90.31950378417969,281
K7M9,Salem Airport,36.355899810791016,-91.83100128173828,787
K7N1,Corning Painted Post Airport,42.17589951,-77.11219788,962
K7S0,Ronan Airport,47.56719970703125,-114.10099792480469,3086
K7S1,Twin Bridges Airport,45.53379821777344,-112.3030014038086,4777
K7S5,Independence State Airport,44.867000579833984,-123.197998046875,180
K7S6,White Sulphur Springs Airport,46.50410079956055,-110.91300201416016,5061
K7S7,Valier Airport,48.29999923706055,-112.2509994506836,3820
K7S9,Lenhardt Airpark,45.18040084838867,-122.74299621582031,165
K7SP,Seven Springs Airport,40.0099983215332,-79.3218994140625,2907
K7T7,Skywest Inc Airport,31.85849952697754,-102.0739974975586,2800
K7V2,North Fork Valley Airport,38.8316993713,-107.646003723,5798
K7V3,Big Foot Airfield,42.525699615478516,-88.65299987792969,951
K7V5,Brush Municipal Airport,40.2639007568,-103.581001282,4280
K7V6,Camp Guernsey Airport,42.259601593,-104.727996826,4400
K7V7,Red Cloud Municipal Airport,40.08470154,-98.54060364,1744
K7V8,Julesburg Municipal Airport,40.97079849,-102.3150024,3495
K7V9,City of Las Animas Bent County Airport,38.052799224853516,-103.23699951171875,3915
K7W5,Henry County Airport,41.374298,-84.0679,683
K7W6,Hyde County Airport,35.562400817871094,-75.9552001953125,8
K7Y4,Bagley Municipal Airport,47.525001525878906,-95.36080169677734,1500
K80D,Clare County Airport,44.052799224853516,-84.8125,1142
K80F,Antlers Municipal Airport,34.1926002502,-95.6499023438,575
K80T,Quincy Municipal Airport,47.211601,-119.839996,1271
K81B,Oxford County Regional Airport,44.15739822387695,-70.4813003540039,346
K81R,San Saba County Municipal Airport,31.235200881958008,-98.71700286865234,1249
K82A,Marion County Airport,32.28239822387695,-84.50350189208984,682
K82C,Mauston New Lisbon Union Airport,43.83869934082031,-90.13770294189453,906
K82J,Ferguson Airport,30.398799896240234,-87.34860229492188,27
K82V,Pine Bluffs Municipal Airport,41.153301239,-104.129997253,5152
K83D,Mackinac County Airport,45.89170074,-84.73809814,624
K84D,Cheyenne Eagle Butte Airport,44.9844017,-101.2509995,2448
K84R,Smithville Crawford Municipal Airport,30.030500411987305,-97.16690063476562,323
K86F,Carnegie Municipal Airport,35.123600006103516,-98.57520294189453,1354
K87,Hiawatha Municipal Airport,39.87919998168945,-95.52529907226562,1130
K87I,Yazoo County Airport,32.883201599121094,-90.4636001586914,104
K87K,El Dorado Springs Memorial Airport,37.8567008972168,-93.99909973144531,931
K87Y,Blackhawk Airfield,43.10490036,-89.1855011,920
K88J,Allendale County Airport,32.995098114,-81.2702026367,161
K88M,Eureka Airport,48.97380065917969,-115.07599639892578,2668
K88R,Spicewood Airport,30.47800064086914,-98.12110137939453,830
K8A0,Albertville Regional Airport/Thomas J Brumlik Field,34.22909927,-86.25579834,1032
K8A1,Guntersville Municipal Joe Starnes Field,34.39939880371094,-86.27020263671875,615
K8A3,Livingston Municipal Airport,36.41210174560547,-85.31159973144531,1372
K8A6,Wilgrove Air Park,35.2137985229,-80.67009735110001,799
K8B0,Steven A. Bean Municipal Airport,44.991902,-70.664597,1825
K8B1,Hawthorne Feather Airpark,43.06669998168945,-71.89949798583984,600
K8B5,Tanner Hiller Airport,42.35639953613281,-72.13009643554688,584
K8C4,Mathews Memorial Airport,41.76340103149414,-91.15290069580078,840
K8D1,New Holstein Municipal Airport,43.9441986084,-88.1135025024,992
K8D3,Sisseton Municipal Airport,45.670799255371094,-96.99620056152344,1161
K8D7,Clark County Airport,44.89500045776367,-97.71080017089844,1792
K8F3,Crosbyton Municipal Airport,33.62379837036133,-101.24099731445312,3018
K8F5,Greater Morris County Airport,33.126800537109375,-94.69879913330078,402
K8F6,Murdo Municipal Airport,43.8517,-100.711998,2263
K8G1,Willard Airport,41.038700103759766,-82.72460174560547,967
K8G2,Corry Lawrence Airport,41.90760040283203,-79.64109802246094,1766
K8G6,Harrison County Airport,40.238399505615234,-81.01290130615234,1174
K8J7,Tomlinson Field,47.6963996887207,-99.1312026977539,1533
K8K2,Harper Municipal Airport,37.2781982421875,-98.04350280761719,1427
K8M1,Booneville Baldwyn Airport,34.59080123901367,-88.64759826660156,384
K8M8,Garland Airport,44.80649948120117,-84.27619934082031,1218
K8M9,Providence Webster County Airport,37.424800872802734,-87.73609924316406,393
K8N2,Skydive Chicago Airport,41.39979934692383,-88.79389953613281,616
K8N8,Danville Airport,40.951499938964844,-76.6427001953125,559
K8S0,Starr Browning Airstrip,48.60139846801758,-113.11499786376953,4655
K8S1,Polson Airport,47.69540023803711,-114.18499755859375,2941
K8T6,Live Oak County Airport,28.36280059814453,-98.11650085449219,129
K8T8,San Geronimo Airpark,29.510499954223633,-98.79840087890625,1040
K8U2,Schafer Usfs Airport,48.087501525878906,-113.2509994506836,4855
K8U6,Terry Airport,46.777099609375,-105.31300354003906,2283
K8U8,Townsend Airport,46.331199645996094,-111.48300170898438,3893
K8V1,Astronaut Kent Rominger Airport,37.71360016,-106.3539963,7949
K8V2,Stuart Atkinson Municipal Airport,42.5625,-99.03790283203125,2130
K8V3,Parkston Municipal Airport,43.37919998168945,-97.97119903564453,1415
K8V7,Springfield Municipal Airport,37.458698,-102.617996,4390
K8W2,New Market Airport,38.65570068359375,-78.70809936523438,975
K8WC,Washington County Airport,37.92919921875,-90.73149871826172,959
K8Y6,Leaders Clear Lake Airport,45.444400787353516,-93.97109985351562,990
K90F,Broken Bow Airport,34.013999938964844,-94.75859832763672,404
K91,Horton Municipal Airport,39.67919921875,-95.53359985351562,1134
K91F,Arrowhead Airport,35.15629959106445,-95.62129974365234,851
K92F,Chattanooga Sky Harbor Airport,34.36869812011719,-98.68209838867188,1135
K93C,Richland Airport,43.28340148925781,-90.29830169677734,742
K93F,Mignon Laird Municipal Airport,35.60749816894531,-99.70469665527344,2084
K93Y,David City Municipal Airport,41.23089981,-97.12290192,1617
K94E,Whiskey Creek Airport,32.762001037597656,-108.20800018310547,6126
K94K,Cassville Municipal Airport,36.6973991394043,-93.90049743652344,1482
K94R,Lackey Aviation Airport,29.26609992980957,-96.00769805908203,90
K95D,Beulah Airport,47.25080108642578,-101.81400299072266,1791
K95E,Stallion Army Air Field,33.81900024,-106.6449966,4925
K95F,Cleveland Municipal Airport,36.28379821777344,-96.46330261230469,912
K96,Tuscola Airport,39.78089904785156,-88.30619812011719,665
K96D,Walhalla Municipal Airport,48.94060134887695,-97.90280151367188,953
K97M,Ekalaka Airport,45.87779998779297,-104.53700256347656,3503
K98,Allison Municipal Airport,42.76390075683594,-92.80439758300781,1053
K98D,Onida Municipal Airport,44.700801849365234,-100.10099792480469,1874
K99N,Bamberg County Airport,33.304500579833984,-81.1083984375,231
K99V,Crawford Airport,38.704200744628906,-107.64399719238281,6470
K9A0,Lumpkin County Wimpys Airport,34.57929992675781,-84.02069854736328,1311
K9A1,Covington Municipal Airport,33.63249969,-83.84960175,809
K9A4,Lawrence County Airport,34.659401,-87.348801,588
K9A5,Barwick Lafayette Airport,34.6885986328125,-85.29039764404297,777
K9C8,Evart Municipal Airport,43.89590072631836,-85.2791976928711,1018
K9D0,Highmore Municipal Airport,44.54159927368164,-99.44619750976562,1854
K9D1,Gregory Municipal Airport - Flynn Field,43.22169876,-99.40329742,2168
K9D2,Harding County Airport,45.58060073852539,-103.52999877929688,2889
K9D4,Deck Airport,40.35179901,-76.32959747,523
K9D7,Cando Municipal Airport,48.47999954,-99.23590088,1481
K9D9,Hastings Airport,42.66360092163086,-85.34629821777344,801
K9F0,Dublin Municipal Airport,32.068199157714844,-98.32530212402344,1495
K9F8,Hoven Municipal Airport,45.257599,-99.797798,1884
K9F9,Sycamore Strip,32.628501892089844,-97.35359954833984,760
K9G2,Prices Airport,42.80759811401367,-83.7698974609375,920
K9G3,Akron Airport,43.021099090576,-78.482498168945,840
K9G8,Ebensburg Airport,40.46120071411133,-78.77519989013672,2099
K9K7,Ellsworth Municipal Airport,38.75040054321289,-98.22930145263672,1615
K9K8,Kingman Airport Clyde Cessna Field,37.66899872,-98.12390137,1607
K9L2,Edwards Af Aux North Base Airport,34.99079895019531,-117.86299896240234,2299
K9M4,Ackerman Choctaw County Airport,33.30350112915,-89.228401184082,552
K9M6,Kelly Airport,32.84920120239258,-91.40390014648438,112
K9M8,Sheridan Municipal Airport,34.328399658203125,-92.35099792480469,232
K9S2,Scobey Airport,48.807701110839844,-105.43900299072266,2432
K9S4,Mineral County Airport,47.16830062866211,-114.85399627685547,2787
K9S5,Three Forks Airport,45.87810134887695,-111.56900024414062,4089
K9S9,Lexington Airport,45.4541015625,-119.69000244140625,1634
K9U0,Turner Airport,48.85419845581055,-108.40899658203125,3049
K9U3,Austin Airport,39.467998,-117.195,5730
K9U4,Dixon Airport,41.038299560547,-107.49700164795,6520
K9U7,Currant Ranch Airport,38.736000061035156,-115.4800033569336,5181
K9V5,Modisett Airport,42.737499,-102.445,3751
K9V6,Martin Municipal Airport,43.16559982299805,-101.71299743652344,3293
K9V7,Eads Municipal Airport,38.475101470947266,-102.81099700927734,4245
K9V9,Chamberlain Municipal Airport,43.7661018371582,-99.32129669189453,1695
K9X1,Williams Airport,30.153400421142578,-95.3219985961914,122
K9Y1,Weydahl Field,47.392799377441406,-102.77100372314453,2256
KA08,Vaiden Field,32.512401580811,-87.385597229004,225
KA09,Eagle Airpark,34.887500762939,-114.61599731445,485
KA20,Sun Valley Airport,35.012500762939,-114.56300354004,725
KA24,California Pines Airport,41.412399291992,-120.68399810791,4398
KA30,Scott Valley Airport,41.558200836182,-122.85500335693,2728
KA32,Butte Valley Airport,41.887199401855,-121.9759979248,4243
KA34,Dayton Valley Airpark,39.238399505615234,-119.55500030517578,4414
KA39,Ak-Chin Regional Airport,32.990806,-111.918528,1300
KA50,Colorado Springs East Airport,38.8744010925293,-104.41000366210938,6145
KAAA,Logan County Airport,40.15869903564453,-89.33499908447266,597
KAAF,Apalachicola Regional Airport,29.72750092,-85.02749634,20
KAAO,Colonel James Jabara Airport,37.74760056,-97.22109985,1421
KAAP,Andrau Airpark,29.722499847399998,-95.58830261230001,79
KAAS,Taylor County Airport,37.358299255371094,-85.30940246582031,921
KAAT,Alturas Municipal Airport,41.48300171,-120.5650024,4378
KABE,Lehigh Valley International Airport,40.652099609375,-75.44080352783203,393
KABI,Abilene Regional Airport,32.4113006592,-99.68190002440001,1791
KABQ,Albuquerque International Sunport,35.040199,-106.609001,5355
KABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605469,1302
KABY,Southwest Georgia Regional Airport,31.535499572753906,-84.19450378417969,197
KACB,Antrim County Airport,44.988602,-85.198402,623
KACJ,Jimmy Carter Regional Airport,32.110802,-84.188904,468
KACK,Nantucket Memorial Airport,41.25310135,-70.06020355,47
KACP,Allen Parish Airport,30.75029945373535,-92.68830108642578,107
KACQ,Waseca Municipal Airport,44.07350158691406,-93.55290222167969,1126
KACT,Waco Regional Airport,31.611299514770508,-97.23049926757812,516
KACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221
KACY,Atlantic City International Airport,39.45759963989258,-74.57720184326172,75
KACZ,Henderson Field,34.717899322509766,-78.00360107421875,39
KADC,Wadena Municipal Airport,46.45029830932617,-95.21099853515625,1369
KADG,Lenawee County Airport,41.8676986694,-84.07730102539999,798
KADH,Ada Regional Airport,34.804298,-96.671303,1016
KADM,Ardmore Municipal Airport,34.30301,-97.0196342,777
KADS,Addison Airport,32.9686012268,-96.8364028931,644
KADT,Atwood-Rawlins County City Airport,39.84009933,-101.0419998,2991
KADU,Audubon County Airport,41.70140075683594,-94.92050170898438,1287
KADW,Joint Base Andrews,38.810799,-76.866997,280
KAE,Kake Seaplane Base,56.973,-133.945999,
KAEG,Double Eagle II Airport,35.145198822021484,-106.79499816894531,5837
KAEJ,Central Colorado Regional Airport,38.81420135498047,-106.12100219726562,7946
KAEL,Albert Lea Municipal Airport,43.68149948,-93.36720276,1260
KAEX,Alexandria International Airport,31.32740020751953,-92.54979705810547,89
KAFF,USAF Academy Airfield,38.96969986,-104.8130035,6572
KAFJ,Washington County Airport,40.1365013123,-80.29019927979999,1184
KAFK,Nebraska City Municipal Airport,40.60689926,-95.86569977,1165
KAFN,Jaffrey Airport Silver Ranch Airport,42.805099487300005,-72.0029983521,1040
KAFO,Afton Municipal Airport,42.7112007141,-110.942001343,6221
KAFP,Anson County Airport - Jeff Cloud Field,35.020599,-80.077103,300
KAFW,Fort Worth Alliance Airport,32.9875984192,-97.31880187990001,722
KAGC,Allegheny County Airport,40.354400634765625,-79.9301986694336,1252
KAGO,Ralph C Weiser Field,33.228001,-93.217002,319
KAGR,MacDill Air Force Base Auxiliary Field,27.65060043334961,-81.34940338134766,68
KAGS,Augusta Regional At Bush Field,33.36989974975586,-81.9645004272461,144
KAGZ,Wagner Municipal Airport,43.06330108642578,-98.29620361328125,1475
KAHC,Amedee Army Air Field,40.26620102,-120.1529999,4012
KAHH,Amery Municipal Airport,45.2811012268,-92.37539672850001,1088
KAHN,Athens Ben Epps Airport,33.94860076904297,-83.32630157470703,808
KAHQ,Wahoo Municipal Airport,41.2412986755,-96.59400177,1224
KAIA,Alliance Municipal Airport,42.0531997681,-102.804000854,3931
KAIB,Hopkins Field,38.238800048828,-108.56300354004,5940
KAID,Anderson Municipal Darlington Field,40.10860061649999,-85.6129989624,919
KAIG,Langlade County Airport,45.15420150756836,-89.11070251464844,1521
KAIK,Aiken Regional Airport,33.649399,-81.684998,528
KAIO,Atlantic Municipal Airport,41.40729904,-95.04689789,1165
KAIT,Aitkin Municipal Steve Kurtz Field,46.54840087890625,-93.67680358886719,1205
KAIV,George Downer Airport,33.106499,-88.1978,150
KAIY,Atlantic City Municipal Bader Field,39.3600006104,-74.4561004639,8
KAIZ,Lee C Fine Memorial Airport,38.0960006714,-92.54949951170002,869
KAJG,Mount Carmel Municipal Airport,38.60649872,-87.72669983,429
KAJO,Corona Municipal Airport,33.897701263427734,-117.60199737548828,533
KAJR,Habersham County Airport,34.49990082,-83.55670166,1448
KAJZ,Blake Field,38.786399841308594,-108.06400299072266,5193
KAKH,Gastonia Municipal Airport,35.202598,-81.149902,798
KAKO,Colorado Plains Regional Airport,40.1755981445,-103.222000122,4714
KAKQ,Wakefield Municipal Airport,36.98720169067383,-77.0010986328125,113
KAKR,Akron Fulton International Airport,41.0374984741,-81.4669036865,1067
KALB,Albany International Airport,42.74829864501953,-73.80169677734375,285
KALI,Alice International Airport,27.740900039699998,-98.02690124510002,178
KALM,Alamogordo White Sands Regional Airport,32.8399009705,-105.990997314,4200
KALN,St Louis Regional Airport,38.89030075069999,-90.0459976196,544
KALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873
KALS,San Luis Valley Regional Bergman Field,37.434898,-105.866997,7539
KALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194
KALX,Thomas C Russell Field,32.914699554399995,-85.9629974365,686
KAMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607
KAMG,Bacon County Airport,31.536100387573242,-82.50659942626953,200
KAMN,Gratiot Community Airport,43.322101593,-84.68800354,754
KAMT,Alexander Salamon Airport,38.85150146484375,-83.56629943847656,896
KAMW,Ames Municipal Airport,41.992001,-93.621803,956
KANB,Anniston Regional Airport,33.5882,-85.8581,612
KAND,Anderson Regional Airport,34.4945983887,-82.70939636230001,782
KANE,Anoka County-Blaine (Janes Field) Airport,45.145,-93.211401,912
KANJ,Sault Ste Marie Municipal Sanderson Field,46.47919846,-84.36840057,716
KANK,Harriet Alexander Field,38.538299560547,-106.04900360107,7523
KANP,Lee Airport,38.942902,-76.568398,34
KANQ,Tri State Steuben County Airport,41.639702,-85.083504,995
KANW,Ainsworth Regional Airport,42.579201,-99.992995,2589
KANY,Anthony Municipal Airport,37.158501,-98.079597,1340
KAOC,Arco Butte County Airport,43.6035,-113.334,5332
KAOH,Lima Allen County Airport,40.706902,-84.026703,975
KAOO,Altoona Blair County Airport,40.29639816,-78.31999969,1503
KAOV,Ava Bill Martin Memorial Airport,36.971900939941406,-92.68190002441406,1311
KAPA,Centennial Airport,39.57009888,-104.848999,5885
KAPC,Napa County Airport,38.2132,-122.280998,35
KAPF,Naples Municipal Airport,26.1525993347,-81.7752990723,8
KAPG,Phillips Army Air Field,39.466202,-76.1688,57
KAPH,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220
KAPN,Alpena County Regional Airport,45.0780983,-83.56030273,690
KAPT,Marion County Brown Field,35.060699,-85.585297,641
KAPV,Apple Valley Airport,34.575298309299995,-117.185997009,3062
KAPY,Zapata County Airport,26.968799591099998,-99.2489013672,422
KAQO,Llano Municipal Airport,30.783700942993,-98.662002563477,1102
KAQP,Appleton Municipal Airport,45.227500915527344,-96.00430297851562,1020
KAQR,Atoka Municipal Airport,34.398300170898,-96.148101806641,590
KAQW,Harriman and West Airport,42.695899963378906,-73.17040252685547,654
KARA,Acadiana Regional Airport,30.0378,-91.883904,24
KARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839
KARG,Walnut Ridge Regional Airport,36.124667,-90.925111,279
KARM,Wharton Regional Airport,29.254299163800003,-96.1544036865,100
KARR,Aurora Municipal Airport,41.771900177,-88.47570037839999,712
KART,Watertown International Airport,43.99190139770508,-76.02169799804688,325
KARV,Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629
KARW,Beaufort County Airport,32.4122009277,-80.6343994141,10
KASD,Slidell Airport,30.3451004,-89.82080078,29
KASE,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820
KASG,Springdale Municipal Airport,36.176399231,-94.1193008423,1353
KASH,Boire Field,42.7817001343,-71.51480102539999,199
KASJ,Tri County Airport,36.29750061035156,-77.1708984375,68
KASL,Harrison County Airport,32.5205001831,-94.307800293,357
KASN,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529
KAST,Astoria Regional Airport,46.158000946,-123.878997803,15
KASW,Warsaw Municipal Airport,41.27470016479492,-85.84010314941406,850
KASX,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827
KASY,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032
KATA,Hall Miller Municipal Airport,33.10179901123047,-94.19529724121094,280
KATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026
KATS,Artesia Municipal Airport,32.8525009155,-104.468002319,3541
KATW,Appleton International Airport,44.258098602299995,-88.5190963745,918
KATY,Watertown Regional Airport,44.91400146,-97.15470123,1749
KAUG,Augusta State Airport,44.320598602299995,-69.7973022461,352
KAUH,Aurora Municipal Al Potter Field,40.89410019,-97.99459839,1803
KAUM,Austin Municipal Airport,43.66500092,-92.93340302,1234
KAUN,Auburn Municipal Airport,38.95479965,-121.0820007,1539
KAUO,Auburn University Regional Airport,32.615101,-85.433998,777
KAUS,Austin Bergstrom International Airport,30.194499969482422,-97.6698989868164,542
KAUW,Wausau Downtown Airport,44.9262008667,-89.6266021729,1201
KAVC,Mecklenburg Brunswick Regional Airport,36.68830109,-78.05449677,441
KAVK,Alva Regional Airport,36.77320098876953,-98.6698989868164,1474
KAVL,Asheville Regional Airport,35.43619918823242,-82.54180145263672,2165
KAVO,Avon Park Executive Airport,27.59119987,-81.52780151,160
KAVP,Wilkes Barre Scranton International Airport,41.338500976599995,-75.72339630130001,962
KAVQ,Marana Regional Airport,32.4095993042,-111.218002319,2031
KAVX,Catalina Airport,33.4049,-118.416,1602
KAWG,Washington Municipal Airport,41.276100158691406,-91.67340087890625,754
KAWM,West Memphis Municipal Airport,35.1351013184,-90.2343978882,212
KAWO,Arlington Municipal Airport,48.16070175,-122.1589966,142
KAXA,Algona Municipal Airport,43.0778999329,-94.2720031738,1219
KAXH,Houston Southwest Airport,29.506099700927734,-95.47689819335938,68
KAXN,Chandler Field,45.8662986755,-95.39469909670001,1425
KAXQ,Clarion County Airport,41.225799560546875,-79.44100189208984,1458
KAXS,Altus Quartz Mountain Regional Airport,34.697952,-99.3385,1433
KAXV,Neil Armstrong Airport,40.49340057,-84.29889679,913
KAXX,Angel Fire Airport,36.422000885,-105.290000916,8380
KAYE,Ft Devens Moore Army Air Field,42.56999969482422,-71.60279846191406,269
KAYS,Waycross Ware County Airport,31.2490997314,-82.39550018310001,142
KAYX,Arnold Air Force Base,35.39260101,-86.08580017,1067
KAZC,Colorado City Municipal Airport,36.95989990234375,-113.01399993896484,4874
KAZE,Hazlehurst Airport,31.884700775146484,-82.64739990234375,255
KAZO,Kalamazoo Battle Creek International Airport,42.234901428222656,-85.5521011352539,874
KB16,Whitfords Airport,43.080299377441406,-76.53839874267578,400
KB19,Biddeford Municipal Airport,43.4640998840332,-70.47239685058594,157
KB21,Sugarloaf Regional Airport,45.08620071411133,-70.21620178222656,885
KBAB,Beale Air Force Base,39.136100769,-121.43699646,113
KBAD,Barksdale Air Force Base,32.5018005371,-93.6626968384,166
KBAF,Westfield-Barnes Regional Airport,42.157799,-72.715599,271
KBAK,Columbus Municipal Airport,39.2619018555,-85.8963012695,656
KBAM,Battle Mountain Airport,40.598999023400005,-116.874000549,4532
KBAX,Huron County Memorial Airport,43.78020096,-82.98539734,763
KBAZ,New Braunfels Municipal Airport,29.704500198364258,-98.04219818115234,651
KBBB,Benson Municipal Airport,45.331901550299996,-95.6505966187,1039
KBBD,Curtis Field,31.1793003082,-99.3238983154,1827
KBBP,Marlboro County Jetport H.E. Avent Field,34.62170029,-79.73439789,147
KBBW,Broken Bow Municipal Airport,41.4365005493,-99.6421966553,2547
KBCB,Virginia Tech Montgomery Executive Airport,37.207599639899996,-80.4077987671,2132
KBCE,Bryce Canyon Airport,37.706401825,-112.144996643,7590
KBCK,Black River Falls Area Airport,44.250701904296875,-90.85530090332031,836
KBCT,Boca Raton Airport,26.3784999847,-80.1076965332,13
KBDE,Baudette International Airport,48.7284011841,-94.612197876,1086
KBDG,Blanding Municipal Airport,37.58330154,-109.4830017,5868
KBDJ,Boulder Junction Payzer Airport,46.1374015808,-89.64600372310001,1666
KBDL,Bradley International Airport,41.9388999939,-72.68319702149999,173
KBDN,Bend Municipal Airport,44.09479904,-121.2009964,3460
KBDQ,Morrilton Municipal Airport,35.136199951171875,-92.7135009765625,321
KBDR,Igor I Sikorsky Memorial Airport,41.16350173950195,-73.1261978149414,9
KBDU,Boulder Municipal Airport,40.0393981934,-105.225997925,5288
KBDX,Broadus Airport,45.4333000183,-105.416999817,3031
KBE,Bell Island Hot Springs Seaplane Base,55.9291000366,-131.572006226,
KBEA,Beeville Municipal Airport,28.361900329589844,-97.79100036621094,268
KBEC,Beech Factory Airport,37.694499969499994,-97.21499633790002,1408
KBED,Laurence G Hanscom Field,42.47000122,-71.28900146,133
KBEH,Southwest Michigan Regional Airport,42.128601074200006,-86.4284973145,643
KBFA,Boyne Mountain Airport,45.16579818725586,-84.92410278320312,719
KBFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143
KBFE,Terry County Airport,33.173099517822266,-102.19300079345703,3264
KBFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967
KBFI,Boeing Field King County International Airport,47.529998779296875,-122.302001953125,21
KBFK,Buffalo Municipal Airport,36.863300323486,-99.618698120117,1822
KBFL,Meadows Field,35.43360138,-119.0569992,510
KBFM,Mobile Downtown Airport,30.626800537100003,-88.06809997559999,26
KBFR,Virgil I Grissom Municipal Airport,38.84000015,-86.44539642,727
KBFW,Silver Bay Municipal Airport,47.249000549316406,-91.41560363769531,1089
KBGD,Hutchinson County Airport,35.700901031499995,-101.393997192,3055
KBGE,Decatur County Industrial Air Park,30.9715004,-84.63739777,141
KBGF,Winchester Municipal Airport,35.1775016784668,-86.06620025634766,979
KBGM,Greater Binghamton/Edwin A Link field,42.20869827,-75.97979736,1636
KBGR,Bangor International Airport,44.80739974975586,-68.8281021118164,192
KBHB,Hancock County-Bar Harbor Airport,44.45000076,-68.3615036,83
KBHC,Baxley Municipal Airport,31.71380043029785,-82.393798828125,201
KBHK,Baker Municipal Airport,46.347599,-104.259002,2975
KBHM,Birmingham-Shuttlesworth International Airport,33.56290054,-86.75350189,650
KBID,Block Island State Airport,41.1680984497,-71.577796936,108
KBIE,Beatrice Municipal Airport,40.301300048799995,-96.75409698490002,1324
KBIF,Biggs Army Air Field (Fort Bliss),31.84950066,-106.3799973,3946
KBIH,Eastern Sierra Regional Airport,37.3731002808,-118.363998413,4124
KBIJ,Early County Airport,31.397499084472656,-84.8947982788086,214
KBIL,Billings Logan International Airport,45.807701110839844,-108.54299926757812,3652
KBIS,Bismarck Municipal Airport,46.772701263427734,-100.74600219726562,1661
KBIV,Tulip City Airport,42.742900848389,-86.107398986816,698
KBIX,Keesler Air Force Base,30.4104003906,-88.92440032959999,33
KBJC,Rocky Mountain Metropolitan Airport,39.90879822,-105.1169968,5673
KBJI,Bemidji Regional Airport,47.50939941,-94.93370056,1391
KBJJ,Wayne County Airport,40.874801635699995,-81.88829803470001,1136
KBKD,Stephens County Airport,32.71900177,-98.89099884030001,1284
KBKE,Baker City Municipal Airport,44.837299346900004,-117.808998108,3373
KBKF,Buckley Air Force Base,39.701698303200004,-104.751998901,5662
KBKL,Burke Lakefront Airport,41.51750183105469,-81.68329620361328,583
KBKN,Blackwell Tonkawa Municipal Airport,36.74509811,-97.34960175,1030
KBKS,Brooks County Airport,27.20680046,-98.12120056,113
KBKT,Allen C Perkinson Blackstone Army Air Field,37.0741996765,-77.9574966431,439
KBKV,Hernando County Airport,28.47360039,-82.45539856,76
KBKW,Raleigh County Memorial Airport,37.787300109899995,-81.1241989136,2504
KBKX,Brookings Regional Airport,44.304798,-96.816902,1648
KBLF,Mercer County Airport,37.295799255371094,-81.20770263671875,2857
KBLH,Blythe Airport,33.6192016602,-114.717002869,399
KBLI,Bellingham International Airport,48.79280090332031,-122.53800201416016,170
